candidate_id,name_tr,name_en,category_tr,target_state,preferred_source,exists_in_current_catalog,existing_food_id,existing_food_name,existing_match_confidence,original_match_status,usda_food_id,usda_name_en,usda_calories_100g,usda_protein_100g,usda_carbs_100g,usda_fat_100g,usda_fiber_100g,usda_sugar_100g,usda_sodium_mg_100g,usda_score,state_match,base_food_match,category_match,variant_warning,missing_nutrient_warning,audit_decision,audit_note
wl_034,Üzüm Suyu,Grape juice,İçecek,100% juice,USDA,false,,,none,can_update_from_usda,4000,Cranberry Grape Juice Drink,56,0.2,14,0.1,0.1,0,3,83.5,false,false,true,,,reject_wrong_usda_match,Üzüm Suyu → karışık meyve suyu içeceği. Alternatif USDA adayı da uygun değil.
wl_035,Nar Suyu,Pomegranate juice,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_036,Vişne Suyu,Sour cherry juice,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_037,Kayısı Nektarı,Apricot nectar,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_038,Şeftali Nektarı,Peach nectar,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_039,Domates Suyu,Tomato juice,İçecek,any,USDA,false,,,none,can_update_from_usda,3336,Clam and Tomato Juice,48,0.6,10.95,0.2,0.4,3.31,362,83.5,true,true,true,"Aday, istenen jenerik gıdadan daha özel bir varyant olabilir.",,manual_review_new_food,"Yeni gıda; USDA adayı orta güven: Aday, istenen jenerik gıdadan daha özel bir varyant olabilir."
wl_040,Havuç Suyu,Carrot juice,İçecek,any,USDA,false,,,none,can_update_from_usda,3073,Canned Carrot Juice,40,0.95,9.28,0.15,0.8,3.91,66,83.5,true,true,true,"Aday, istenen jenerik gıdadan daha özel bir varyant olabilir.",,manual_review_new_food,"Yeni gıda; USDA adayı orta güven: Aday, istenen jenerik gıdadan daha özel bir varyant olabilir."
wl_041,Limonata (Ev Yapımı),Homemade lemonade,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_042,Limonata (Şekersiz),Unsweetened lemonade,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_043,Kola,Cola,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_044,Kola Zero,Diet cola,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_045,Gazoz,Lemon-lime soda,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_046,Ginger Ale,Ginger ale,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_047,Tonik Su,Tonic water,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_048,Soğuk Çay,Iced tea,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_049,Soğuk Kahve,Iced coffee,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_050,Enerji İçeceği,Energy drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_051,Spor İçeceği,Sports drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_052,Elektrolit İçeceği,Electrolyte drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_053,Protein Shake (Sütlü),Protein shake with milk,İçecek,any,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_054,Protein Shake (Su ile),Protein shake with water,İçecek,any,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_055,Smoothie (Muzlu),Banana smoothie,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_056,Smoothie (Yeşil),Green smoothie,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_057,Smoothie (Çilekli),Strawberry smoothie,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_058,Salep,Salep,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_059,Boza,Boza,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_060,Şalgam Suyu,Turnip juice,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_061,Komposto,Fruit compote drink,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_062,Hoşaf,Dried fruit compote drink,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_063,Sıcak Çikolata,Hot chocolate,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_064,Matcha Latte,Matcha latte,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_065,Chai Latte,Chai latte,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_066,Bubble Tea,Bubble tea,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_067,Kombucha,Kombucha,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_068,Kefir (Meyveli),Flavored kefir,İçecek,any,OPEN_FOOD_FACTS,true,95,Kefir,strong,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_069,Ayran (Light),Light ayran,İçecek,any,OPEN_FOOD_FACTS,true,37,Ayran,strong,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_070,Süt (UHT Tam Yağlı),UHT whole milk,İçecek,whole milk,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_071,Krema (Kahve İçin),Coffee creamer,İçecek,any,OPEN_FOOD_FACTS,true,98,Krema (%35),strong,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_072,Buzlu Matcha,Iced matcha,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_073,Frappé,Coffee frappe,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_074,Meyve Suyu Karışımı,Mixed fruit juice,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_075,Ananas Suyu,Pineapple juice,İçecek,any,USDA,false,,,none,can_update_from_usda,1756,"Frozen Concentrate Pineapple Juice, Unsweetened",179,1.3,44.3,0.1,0.7,43.6,3,83.5,true,false,true,Konsantre ürün; normal suyu/sütü olmayabilir.,,reject_wrong_usda_match,"USDA adayında istenmeyen ürün tipi: ""concentrate"". Alternatif USDA adayı da uygun değil."
wl_076,Mango Suyu,Mango juice,İçecek,any,USDA,false,,,none,wrong_or_weak_match,4087,"Mango Nectar, Canned",51,0.11,13.12,0.06,0.3,12.45,5,21.6667,false,true,true,"Aday, istenen jenerik gıdadan daha özel bir varyant olabilir.",,manual_review_new_food,Yeni gıda; USDA adayı düşük güven veya eksik hizalama.
wl_077,Karışık Meyve Nektarı,Mixed fruit nectar,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_078,Limon Suyu (Sıkma),Fresh lemon juice,İçecek,raw,USDA,false,,,none,can_update_from_usda,4035,"Lemon Juice, Raw",22,0.35,6.9,0.24,0.3,2.52,1,69.2143,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_079,Portakal Suyu (Taze Sıkma),Fresh squeezed orange juice,İçecek,raw,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_080,Nar Suyu (Taze),Fresh pomegranate juice,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_081,Soda Limon,Lemon soda,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_082,Root Beer,Root beer,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_083,Cola (Şekersiz),Sugar-free cola,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_084,Meyveli Gazoz,Fruit soda,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_085,Vitamin Su,Vitamin water,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_086,Protein Süt,Protein milk drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_087,Yoğurt İçeceği,Yogurt drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_088,Tarçınlı Süt,Cinnamon milk,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_089,Salep (Şekersiz),Salep unsweetened,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_090,Demleme Çay (Büyük Fincan),Brewed tea large cup,İçecek,unsweetened,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_091,Cold Brew Kahve,Cold brew coffee,İçecek,unsweetened,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_092,Macchiato,Macchiato,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_093,Cortado,Cortado,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_094,Affogato,Affogato,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_095,Sahlep Tozu İçecek,Instant salep drink mix,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_096,Toz İçecek (Portakal),Orange drink powder mix,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_097,Buzlu Çay (Şekersiz),Unsweetened iced tea,İçecek,unsweetened,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_098,Bitter Limonata,Bitter lemon drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_099,Enerji İçeceği (Şekersiz),Sugar-free energy drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_100,Maden Suyu (Meyveli),Flavored sparkling water,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_101,Sıcak Süt,Hot milk,İçecek,whole milk,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_102,Zencefil Çayı,Ginger tea,İçecek,unsweetened,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_111,Yaban Mersini,Blueberries,Meyve,raw,USDA,false,,,none,can_update_from_usda,6425,"Blueberries, Raw",63.8563,0.7031,14.5718,0.3063,0,0,0,88.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_112,Ahududu,Raspberries,Meyve,raw,USDA,true,146,Ahududu,medium,can_update_from_usda,5990,"Raspberries, Raw",57.3375,1.0081,12.9044,0.1875,0,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Ahududu) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_113,Böğürtlen,Blackberries,Meyve,raw,USDA,true,145,Böğürtlen,medium,wrong_or_weak_match,6464,Raw Blackberry,43,1.39,9.61,0.49,5.3,4.88,1,35,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Böğürtlen) ile USDA eşleşmesi onaylandı; güncelleme adayı.
